title_id	title_rating
tt0012017	6.8
tt0020171	5.3
tt0020175	6.7
tt0020177	6.6
tt0020179	6.9
tt0022017	7.5
tt0032017	6
tt0052017	7.6
tt0072017	6.2
tt0082017	6.7
tt0092017	6.9
tt0100275	6.6
tt0102017	5
tt0112017	5
tt0112502	4.1
tt0120171	5.8
tt0120172	6.6
tt0120174	2.9
tt0120176	7.2
tt0120177	5.3
tt0120178	7.1
tt0120179	3.9
tt0122017	5.8
tt0137204	8.6
tt0152017	6.2
tt0162017	5.3
tt0172017	7.9
tt0184135	8.4
tt0185794	7.3
tt0199217	4.2
tt0201701	3.1
tt0201702	7.5
tt0201705	6.9
tt0201707	6.1
tt0201709	5.6
tt0201714	4.1
tt0201716	6.3
tt0201718	6.9
tt0201719	5.6
tt0201720	5.2
tt0201721	4.9
tt0201722	3.8
tt0201724	5.4
tt0201726	4.7
tt0201728	6.1
tt0201729	7.2
tt0201732	5.9
tt0201736	5
tt0201737	4.5
tt0201739	8
tt0201740	7
tt0201742	5.3
tt0201743	7
tt0201745	5.6
tt0201747	4.9
tt0201750	7.4
tt0201751	6.3
tt0201762	5.3
tt0201767	6.7
tt0201768	6.3
tt0201770	8.3
tt0201775	6.7
tt0201776	5.8
tt0201782	5.7
tt0201783	5.2
tt0201784	6.1
tt0201787	7
tt0201788	6.8
tt0201790	6.5
tt0201794	5.6
tt0201795	6.4
tt0201796	6.5
tt0201798	6.9
tt0212017	4.4
tt0220170	8.2
tt0220171	7.4
tt0220172	7.6
tt0220177	6.5
tt0220178	7.7
tt0220179	7.8
tt0232017	7.2
tt0235918	7.2
tt0252017	8.7
tt0268862	5.6
tt0272017	6.4
tt0273868	6
tt0274244	6.3
tt0278238	8.5
tt0284767	3.5
tt0297639	6.3
tt0302017	4.1
tt0312017	5.7
tt0320170	6.7
tt0320171	7.4
tt0320177	8.1
tt0320178	5.7
tt0320179	5.9
tt0326716	6.1
tt0331314	5
tt0332017	7
tt0339736	5.5
tt0342017	4.6
tt0357354	4.9
tt0362017	6.4
tt0364782	5
tt0372017	5.9
tt0390678	7.9
tt0392017	5.3
tt0392948	5
tt0392988	7.8
tt0397205	3.5
tt0402649	5
tt0412017	8.2
tt0420170	6.4
tt0420171	4.3
tt0420175	5.2
tt0420177	6.8
tt0420179	8.6
tt0442017	4.8
tt0451201	6.3
tt0451279	7.4
tt0452017	4.2
tt0455275	8.3
tt0460627	7.8
tt0460890	6.3
tt0462017	6.7
tt0466518	5.6
tt0472017	6.6
tt0473416	3.3
tt0473420	3.4
tt0475907	5.1
tt0491175	5.6
tt0491203	6.2
tt0492017	4.6
tt0493405	6
tt0498381	4.5
tt0512017	8.6
tt0520173	6
tt0520175	6.4
tt0602017	7.2
tt0612017	7.8
tt0620170	8
tt0620171	7.7
tt0620172	8
tt0620173	7.6
tt0620174	7.9
tt0620175	7.6
tt0620176	7.9
tt0620177	7.5
tt0620178	8
tt0620179	7.8
tt0652017	7.8
tt0702017	8.5
tt0720170	7.5
tt0720171	7.5
tt0720172	6.3
tt0720173	7.2
tt0720174	7.8
tt0720175	7.8
tt0720176	7.3
tt0720177	7.9
tt0720178	7.6
tt0720179	8
tt0732017	7.8
tt0783392	6.8
tt0792017	9.1
tt0800968	6
tt0820170	7.1
tt0820172	4
tt0831821	7.3
tt0835802	5.4
tt0848671	4.2
tt0853066	8.5
tt0861749	7.4
tt0874268	7.4
tt0912343	7.4
tt0920178	5.2
tt0937225	5.5
tt0974015	6.4
tt0978075	5.9
tt0978772	6.6
tt0988824	8.5
tt10005844	9.2
tt10011148	8.4
tt10015246	6.8
tt10016342	7
tt10016348	5.4
tt10017450	9.2
tt10020618	6.9
tt10028158	9.2
tt10028546	8.7
tt10033654	7.8
tt10034168	6.6
tt10039418	5.8
tt10041404	7.3
tt10050762	7.7
tt10052610	2.8
tt10054406	7.4
tt10054414	8.2
tt10056274	7.3
tt10057964	8.5
tt10059006	6.7
tt10059014	8.1
tt10059030	6.9
tt10069810	6.4
tt10071238	7
tt10089084	9.6
tt10090544	5.8
tt10097934	6.4
tt10097952	9.9
tt10101932	2.6
tt10106822	6
tt10117396	5
tt10119726	8.1
tt10122366	8.3
tt10125714	8.7
tt10126036	5.7
tt10128152	3.7
tt10129748	5.7
tt10133058	8
tt10162630	8.3
tt10162662	3.4
tt10163216	9.6
tt10163348	8
tt10163446	6.8
tt10163886	8.2
tt10164074	8.1
tt10164772	7.1
tt10166164	5.7
tt10169754	6.9
tt10171786	3.9
tt10171924	3.7
tt10171980	3.4
tt10172102	5.6
tt10177798	8.7
tt10180570	7.3
tt10181068	4.4
tt10186290	9.6
tt10188152	3.1
tt10189346	5.3
tt10195206	5.2
tt1020170	10
tt1020171	5.4
tt1020172	8.1
tt10202186	7.4
tt10203782	8.4
tt10204288	1.3
tt10210252	8.7
tt10217802	9
tt10235146	3.4
tt10240522	7.2
tt10241216	5.8
tt10244140	7.5
tt1024855	5.1
tt10262772	5.6
tt10269890	8.2
tt10283742	6.1
tt10304022	7.6
tt10308648	10
tt10309898	7.5
tt10319416	7.6
tt10322984	7.7
tt10324336	6.2
tt10329924	6.4
tt10337912	8.6
tt1034007	7.8
tt10342470	7.1
tt1034385	6
tt10344302	6.9
tt10346978	8.3
tt10364342	2.7
tt10365008	3.9
tt10367432	7.8
tt10368134	7.3
tt10374474	6.5
tt10385130	7.7
tt10385144	8.4
tt10385506	7
tt10388262	7
tt10389110	7.8
tt10392636	3.6
tt10392644	1.7
tt10398502	7.3
tt10398510	7.3
tt10402958	5.4
tt10402976	5.3
tt10404790	8.5
tt10409690	7.3
tt10412034	9.7
tt10412062	9.6
tt10415110	6.8
tt1042017	8
tt10428144	8.4
tt10428598	6.4
tt10431146	6.8
tt10433196	8.3
tt10433210	7.3
tt10433212	7.6
tt10433224	7.4
tt10433258	8.1
tt10433280	7
tt10439302	7.4
tt10440840	7.1
tt10441780	5.9
tt10441964	8.8
tt10442014	9
tt10443322	7.8
tt10443414	1.6
tt10443492	6.6
tt10443764	5.9
tt10444082	8.4
tt10444270	8.2
tt10445174	6.6
tt10445362	7
tt10445464	2
tt10448932	7.4
tt10451886	7
tt10451948	7.3
tt10451968	7.1
tt10461528	7.6
tt10462034	7.2
tt10468098	6.8
tt10477990	2.8
tt10487986	8.4
tt10488660	7.5
tt10489684	5.3
tt10495376	5.9
tt10497352	3.5
tt10504998	6.9
tt10505178	7.4
tt10505216	7.6
tt10505336	4.7
tt10505364	2.7
tt1051220	7.2
tt1051229	7.1
tt10513832	8.3
tt10514270	7.6
tt10515326	5
tt10515352	6.6
tt10515364	6.8
tt10515402	4.4
tt10518620	7.4
tt1052017	6.4
tt10520878	5
tt10524778	7.4
tt10524790	7
tt10524804	4
tt10524920	4.3
tt10524938	6.3
tt10524960	4.4
tt10525584	6.5
tt10530124	7.3
tt10530174	5.1
tt10533766	8.8
tt10533950	5.7
tt10534020	5.6
tt10534048	6.4
tt10538540	6.4
tt10539354	7.4
tt10539514	6.7
tt10540298	8.1
tt10556970	6
tt10557102	6.1
tt10557480	3.9
tt10558284	6.7
tt10564064	6.8
tt10568552	4.4
tt10570686	8.2
tt1058779	9.4
tt10590194	8.1
tt10604440	9
tt10608062	8
tt10612430	8.2
tt10613224	5.4
tt10613638	8.3
tt10618950	8.9
tt10626662	8.3
tt10631726	6.6
tt10653012	6.1
tt10661950	5.4
tt10674786	7.3
tt10690676	7
tt10711014	9.3
tt1073277	6.4
tt10738144	3.6
tt10742800	8.9
tt10750656	8.8
tt10750696	9.1
tt10750716	8.4
tt10750744	8.4
tt10750782	9
tt10761334	9.8
tt10772694	6.6
tt10773404	9.3
tt10786624	5.4
tt10790842	10
tt10792500	10
tt10792594	10
tt10793818	10
tt10793856	10
tt10793912	10
tt10793980	10
tt10794006	10
tt10794024	10
tt10794056	10
tt10794086	10
tt10794100	10
tt10794140	10
tt10794166	10
tt10794204	10
tt10794248	10
tt10794302	10
tt10794332	10
tt10794346	10
tt10794360	10
tt10794402	10
tt10794420	10
tt10794442	10
tt10794458	10
tt10843928	7.8
tt10846014	5.8
tt10856690	9.2
tt10863624	6.9
tt10864124	7.6
tt10882124	6
tt10886618	2.7
tt1092052	7.7
tt10941160	5.2
tt10984600	7.6
tt1101174	7.7
tt11027396	9.8
tt1107262	8.1
tt1128052	6.8
tt1131724	5.8
tt1131728	3.5
tt1139592	4
tt1183352	6.6
tt1201772	7
tt1201789	8.8
tt1201790	6.6
tt1201793	6.8
tt1201796	6.2
tt1201798	8.7
tt1210820	7.5
tt1219827	6.3
tt1225856	5.6
tt1226736	8.8
tt1230168	6.5
tt1233600	5.8
tt1236246	7.1
tt1241317	4.5
tt1243946	7.1
tt1262017	5.4
tt1262872	8.2
tt1262914	4
tt1282017	6.8
tt1288631	8.3
tt1291566	6.9
tt1292017	7.1
tt1293847	5.2
tt1302017	6.7
tt1304545	6.4
tt1312233	7
tt1320173	7.7
tt1332017	7.6
tt1338635	4.5
tt1346630	4.1
tt1362017	6.5
tt1379164	6.5
tt1379178	5.2
tt1380151	5
tt1386691	6.2
tt1389072	5.7
tt1392017	6
tt1396212	7.1
tt1396484	7.4
tt1402017	6.3
tt1405406	7.7
tt1412017	7.3
tt1412528	5.8
tt1420170	6.6
tt1420171	7.1
tt1420172	7.6
tt1427175	7.5
tt1430509	7.9
tt1442271	9.7
tt1454700	7.3
tt1458169	5.9
tt1462017	7.3
tt1468883	5.8
tt1469304	5.5
tt1476750	8.2
tt1485796	7.6
tt1492705	5.1
tt1496040	2.5
tt1505839	3
tt1507571	5.8
tt1513168	8.6
tt1517109	5.6
tt1518542	8.9
tt1520174	6.8
tt1520175	6.7
tt1520176	6.6
tt1520177	6.2
tt1520179	7.4
tt1535715	7.1
tt1536537	6.9
tt1544608	5.2
tt1553659	6.8
tt1567432	7.6
tt1570512	6.2
tt1572169	4.8
tt1575538	8.2
tt1578873	7.4
tt1582350	7.8
tt1610527	8.1
tt1615157	8.2
tt1615160	7
tt1621757	2.9
tt1630657	4.8
tt1632017	7.2
tt1633217	6.5
tt1640605	2.8
tt1642017	7.7
tt1648190	5.6
tt1653638	5.8
tt1653665	7.1
tt1657563	8.6
tt1659217	8.9
tt1665729	5.1
tt1665799	5.3
tt1666185	5.8
tt1667321	6.3
tt1674553	8.3
tt1674768	4.9
tt1680140	5.1
tt1691916	6.4
tt1691924	2.8
tt1697973	6.2
tt1698655	4
tt1699509	6.3
tt1699518	6.6
tt1710308	8.4
tt1712017	9.4
tt1720170	8.3
tt1720171	6.4
tt1720172	4.5
tt1720173	5.6
tt1720175	5.1
tt1720179	7.8
tt1720621	5.5
tt1722512	7.1
tt1723816	7.3
tt1724970	5.3
tt1726870	5.4
tt1727497	6.4
tt1730768	7
tt1734493	6.2
tt1740683	6.3
tt1743990	8.9
tt1753345	7.5
tt1753383	7.1
tt1755606	6.7
tt1758772	7.7
tt1758810	5.1
tt1764565	7.2
tt1764679	3.9
tt1774246	6.2
tt1774504	6.7
tt1781058	5.8
tt1781777	4.6
tt1782017	8.5
tt1785288	5.4
tt1785635	4.8
tt1786503	3.6
tt1790809	6.6
tt1791611	3.6
tt1806913	5
tt1807824	8.2
tt1822260	8.8
tt1826727	7.6
tt1830617	7.8
tt1836037	8.3
tt1836755	6.7
tt1837492	7.9
tt1837683	5.3
tt1844760	5.8
tt1845307	6.7
tt1851730	8.7
tt1856101	8
tt1863293	5.5
tt1864017	8
tt1865800	6.9
tt1866609	7.4
tt1869347	6.3
tt1869491	5.6
tt1869785	6.9
tt1875337	6.7
tt1876466	4.1
tt1876476	4.3
tt1877514	9.1
tt1877889	7.8
tt1877895	8.5
tt1880399	6.8
tt1880415	5.7
tt1887742	9.4
tt1887852	7.8
tt1887901	6.5
tt1890370	5.7
tt1898069	7.9
tt1918726	7.7
tt1929438	4.9
tt1933667	6.8
tt1934452	4
tt1935089	5.8
tt1935194	5.4
tt1935897	4.8
tt1941082	8.3
tt1941652	7.2
tt1944406	7.9
tt1954512	7
tt1959563	6.9
tt1961175	6.2
tt1966359	5.5
tt1972017	7.2
tt1972591	6.8
tt1979232	7.1
tt1980003	8.3
tt1981128	5.3
tt1984119	8.5
tt1987680	6.8
tt1995458	7.4
tt1999065	6.3
tt2017002	6.9
tt2017011	7.4
tt2017013	5.2
tt2017014	7.1
tt2017015	7.6
tt2017020	5.3
tt2017021	8.8
tt2017023	6.9
tt2017027	5.5
tt2017028	5.3
tt2017029	6
tt2017030	8.6
tt2017033	6.4
tt2017037	6.8
tt2017038	6.9
tt2017040	6.5
tt2017048	7.3
tt2017049	6.5
tt2017050	4.2
tt2017051	5.2
tt2017067	8
tt2017068	8.5
tt2017069	3.5
tt2017094	8
tt2017095	8.6
tt2017096	7.9
tt2017097	8.3
tt2017098	7.2
tt2017099	7.6
tt2017100	6.7
tt2017103	7.6
tt2017104	8
tt2017109	8.4
tt2017124	6.1
tt2017130	6.3
tt2017136	7.9
tt2017137	7.8
tt2017139	8.1
tt2017164	6.5
tt2017165	7.5
tt2017174	7.3
tt2017205	9
tt2017209	5.6
tt2017210	4.4
tt2017323	4.8
tt2017337	6.2
tt2017339	5.6
tt2017340	6.2
tt2017341	7
tt2017342	5.2
tt2017344	6.6
tt2017345	6.4
tt2017346	5.8
tt2017348	5.8
tt2017349	7.2
tt2017354	6.8
tt2017361	6.8
tt2017362	4.7
tt2017366	7.1
tt2017382	6.9
tt2017407	7.1
tt2017452	5.2
tt2017453	5
tt2017458	7.1
tt2017462	5
tt2017464	7.2
tt2017466	6.5
tt2017484	7.8
tt2017486	6.9
tt2017492	7
tt2017498	7.2
tt2017502	4.6
tt2017503	9
tt2017515	7.2
tt2017521	7.5
tt2017525	6.3
tt2017532	7.1
tt2017534	5.9
tt2017535	7.9
tt2017540	8.9
tt2017551	8.1
tt2017555	6.6
tt2017556	6.8
tt2017561	6.8
tt2017562	5.6
tt2017569	7
tt2017582	5
tt2017583	7.6
tt2017590	6.8
tt2017601	7.6
tt2017602	5.8
tt2017606	7.2
tt2017615	6.6
tt2017634	6.3
tt2017641	3.5
tt2017674	4
tt2017678	6.9
tt2017679	9
tt2017696	8.5
tt2017697	7.6
tt2017698	8.4
tt2017703	7.6
tt2017704	7.4
tt2017708	6.4
tt2017709	8.2
tt2017711	5
tt2017712	6.6
tt2017720	7.1
tt2017721	5.4
tt2017725	8.4
tt2017730	5.7
tt2017733	6.7
tt2017734	7
tt2017735	8.9
tt2017737	8.1
tt2017757	5.2
tt2017760	7.8
tt2017798	7.8
tt2017818	7.2
tt2017819	7.6
tt2017820	7.8
tt2017862	6.6
tt2017925	7.4
tt2017931	6.7
tt2017958	7.4
tt2017969	8
tt2017984	5.5
tt2017998	7.4
tt2018111	6.2
tt2024521	6.4
tt2039338	5.2
tt2039380	3
tt2039412	4.2
tt2042692	4.2
tt2044734	8
tt2055820	7.2
tt2062700	5.7
tt2070800	7.2
tt2072233	5.6
tt2081348	4.1
tt2088950	5.6
tt2090465	6.1
tt2091256	6.2
tt2092017	8.8
tt2095670	5.2
tt2095768	7.7
tt2112017	4.9
tt2112982	4.4
tt2114504	4.1
tt2120171	8.2
tt2120172	7.2
tt2120173	5.5
tt2120176	4.9
tt2128701	7.7
tt2132304	6.4
tt2134077	5.5
tt2134478	8.6
tt2139573	4.1
tt2139847	8.2
tt2139869	3.5
tt2140507	6.3
tt2141913	8.3
tt2142017	7
tt2142987	4
tt2150568	8.5
tt2172017	6.2
tt2177489	7.4
tt2179155	4.4
tt2180351	7.3
tt2182065	6
tt2184233	6.3
tt2187576	6.5
tt2188671	8.2
tt2193247	6.6
tt2196053	5.9
tt2201703	8.1
tt2201742	8.2
tt2201757	7.9
tt2201758	6.9
tt2201759	7.3
tt2201760	6.1
tt2201765	8.6
tt2201772	5.5
tt2201777	5.6
tt2201779	7.5
tt2201781	7.7
tt2201786	4.5
tt2201793	7.5
tt2201796	7.2
tt2205212	6
tt2207960	9
tt2208885	7.6
tt2211129	7.4
tt2213322	4.1
tt2219798	6.2
tt2220176	7
tt2222718	5.1
tt2226597	6.4
tt2229907	6.3
tt2231210	6.2
tt2234222	8.3
tt2235136	6.7
tt2238758	3
tt2239822	6.5
tt2244102	3.1
tt2246809	6.1
tt2249081	5.9
tt2249364	8.4
tt2250912	7.4
tt2258351	4.4
tt2261803	6
tt2262017	4.4
tt2262216	7.2
tt2262716	4.6
tt2265651	5.8
tt2272017	8.5
tt2272518	2.2
tt2273401	6.5
tt2273621	6.4
tt2273648	4.7
tt2283362	6.9
tt2288050	2.6
tt2289098	5.6
tt2291540	6.2
tt2292168	8.8
tt2293060	6.2
tt2297757	8.8
tt2302017	5.7
tt2302416	7.1
tt2306441	3.8
tt2306809	3.8
tt2306860	3.8
tt2312184	6
tt2313384	6.8
tt2316204	6.4
tt2319263	8
tt2320171	9.7
tt2320173	9.7
tt2320175	9.6
tt2320177	9.6
tt2320179	9.7
tt2320669	4.9
tt2321536	8.4
tt2321596	7.7
tt2331047	6.2
tt2331100	6.3
tt2334871	4.5
tt2336014	6
tt2337841	5.4
tt2338088	6.4
tt2338454	5.5
tt2340142	7
tt2341762	7.7
tt2345759	5.5
tt2347678	3.9
tt2349608	6.8
tt2352017	5.1
tt2353861	8.8
tt2353887	6.7
tt2359281	7.3
tt2359352	6.9
tt2361816	7
tt2364690	5.6
tt2365936	6.9
tt2370230	6
tt2374684	6.4
tt2375692	8.2
tt2378145	4.1
tt2378507	7.1
tt2379673	4.4
tt2380307	8.4
tt2381650	8.8
tt2382017	8.5
tt2382622	4.5
tt2385752	5.9
tt2386588	6.2
tt2387710	5.3
tt2388703	7.7
tt2390882	6.2
tt2393937	6
tt2396489	6.3
tt2396589	7.4
tt2398241	6
tt2398276	6.7
tt2401817	6.1
tt2402095	6.4
tt2406566	6.7
tt2417712	5.8
tt2420176	5.1
tt2421910	3.7
tt2427150	8.8
tt2429278	4.3
tt2436456	6.8
tt2445592	5.3
tt2447742	8.4
tt2448022	6.4
tt2449638	4.1
tt2452242	8.3
tt2457544	5.9
tt2476294	5.6
tt2477230	7.4
tt2486456	7.6
tt2487028	3.1
tt2490508	6.1
tt2492344	5
tt2494376	7.1
tt2510016	7.7
tt2516500	3.1
tt2520046	6
tt2523096	3.5
tt2527336	7.1
tt2529396	9.1
tt2531334	4.3
tt2543312	8.4
tt2543328	8.1
tt2543472	8
tt2543796	7.2
tt2545936	4.1
tt2546866	7.9
tt2560792	5.9
tt2568862	6.6
tt2569088	4.9
tt2570866	5.5
tt2574326	4.2
tt2577192	7.3
tt2582498	6.2
tt2582576	6.3
tt2582784	6
tt2586120	6.4
tt2596158	6.8
tt2597760	5.5
tt2604160	7
tt2610248	6.7
tt2620590	5
tt2630742	5.7
tt2636186	3.2
tt2636480	8.5
tt2641254	7.7
tt2641256	6
tt2642110	8.6
tt2644140	7.5
tt2647544	7.4
tt2654620	7.3
tt2657254	7.5
tt2658538	5.3
tt2674358	5.5
tt2674454	6.4
tt2678212	7.7
tt2678510	9.1
tt2690572	4.4
tt2699128	8.3
tt2707408	8.8
tt2707810	5.6
tt2707842	3.2
tt2710394	7.5
tt2717718	8.1
tt2721624	5.2
tt2732442	8
tt2736858	4
tt2749334	5.6
tt2750182	7.7
tt2763304	7.2
tt2766804	4.2
tt2771200	7.2
tt2773246	6.6
tt2776800	8.8
tt2776878	6.5
